# Avida tasks data
# Wed Mar 14 17:05:55 2012
# First column gives the current update, next columns give the number
# of Parasites that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 0 0 0 0 0 0 0 0 0 
200 0 0 0 0 0 0 0 0 0 
300 0 0 0 0 0 0 0 0 0 
400 0 0 0 0 0 0 0 0 0 
500 0 0 0 0 0 0 0 0 0 
600 0 0 0 0 0 0 0 0 0 
700 0 0 0 0 0 0 0 0 0 
800 0 0 0 0 0 0 0 0 0 
900 0 0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 0 0 
1100 0 0 0 0 0 0 0 0 0 
1200 0 0 0 0 0 0 0 0 0 
1300 0 0 0 0 0 0 0 0 0 
1400 0 0 0 0 0 0 0 0 0 
1500 0 0 0 0 0 0 0 0 0 
1600 0 0 0 0 0 0 0 0 0 
1700 0 0 0 0 0 0 0 0 0 
1800 0 0 0 0 0 0 0 0 0 
1900 0 0 0 0 0 0 0 0 0 
2000 0 0 0 0 0 0 0 0 0 
2100 3624 1 0 0 0 0 0 0 0 
2200 2882 2 0 0 0 0 0 0 0 
2300 1425 3 1 0 0 0 0 0 0 
2400 818 2 1 0 0 0 0 0 0 
2500 705 3 1 0 0 0 0 0 0 
2600 685 3 0 0 0 0 0 0 0 
2700 792 3 0 0 0 0 0 0 0 
2800 1122 2 0 1 0 0 0 0 0 
2900 1433 4 0 1 0 0 0 0 0 
3000 1687 5 0 1 0 0 0 0 0 
3100 1786 7 1 0 0 0 0 0 0 
3200 1754 7 2 0 0 0 0 0 0 
3300 1629 5 1 0 0 0 0 0 0 
3400 1481 7 0 0 0 0 0 0 0 
3500 1299 7 0 0 0 0 0 0 0 
3600 998 6 0 0 0 0 0 0 0 
3700 778 8 0 0 0 0 0 0 0 
3800 613 18 1 0 0 0 0 0 0 
3900 447 26 1 1 0 0 0 0 0 
4000 322 40 1 1 0 0 0 0 0 
4100 237 115 0 1 0 0 0 0 0 
4200 149 229 0 0 0 0 0 0 0 
4300 99 435 0 0 0 0 0 0 0 
4400 71 796 0 0 0 0 0 0 0 
4500 57 1137 1 1 0 0 0 0 0 
4600 52 1441 1 1 0 0 0 0 0 
4700 66 1504 1 3 0 0 0 0 0 
4800 72 1350 1 5 0 0 0 0 0 
4900 91 1038 0 3 0 0 0 0 0 
5000 137 695 1 3 0 0 0 0 0 
5100 244 537 0 3 0 0 0 0 0 
5200 451 463 0 5 0 0 0 0 0 
5300 691 494 0 7 0 0 0 0 0 
5400 1177 628 0 3 0 0 0 0 0 
5500 1650 812 1 12 0 0 0 0 0 
5600 1840 914 1 15 0 0 0 0 0 
5700 1816 911 3 18 0 0 0 0 0 
5800 1612 905 3 18 0 0 0 0 0 
5900 1387 858 3 28 0 0 0 0 0 
6000 1194 804 2 27 0 0 0 0 0 
6100 1041 707 3 20 0 0 0 0 0 
6200 885 621 6 21 0 0 0 0 0 
6300 772 551 7 25 0 0 0 0 0 
6400 661 504 25 36 0 0 0 0 0 
6500 570 437 30 35 0 0 0 0 0 
6600 477 363 47 50 0 0 0 0 0 
6700 423 348 75 70 0 0 0 0 0 
6800 343 325 120 73 0 0 0 0 0 
6900 289 347 184 76 0 0 0 0 0 
7000 265 377 245 84 0 1 0 0 0 
7100 227 386 316 71 0 0 0 0 0 
7200 210 402 377 69 0 0 0 0 0 
7300 216 431 459 69 0 0 0 0 0 
7400 260 426 495 84 0 0 0 0 0 
7500 263 383 436 95 0 0 0 0 0 
7600 262 355 384 106 0 0 0 0 0 
7700 360 314 308 168 0 0 0 0 0 
7800 493 327 275 227 0 0 0 0 0 
7900 638 296 232 301 0 0 0 0 0 
8000 815 273 212 449 0 0 0 0 0 
8100 1030 256 174 625 0 0 0 0 0 
8200 1134 203 143 739 0 0 0 0 0 
8300 1208 188 165 814 0 0 0 0 0 
8400 1080 203 248 688 0 0 0 0 0 
8500 1003 202 295 616 0 0 0 0 0 
8600 933 184 353 539 0 0 0 0 0 
8700 870 183 443 482 0 1 0 0 0 
8800 869 194 545 397 0 1 0 0 0 
8900 893 201 658 352 0 1 0 0 0 
9000 879 190 689 332 0 0 0 0 0 
9100 856 187 715 298 0 0 0 0 0 
9200 836 187 700 321 0 1 0 0 0 
9300 815 206 658 346 0 1 0 0 0 
9400 816 207 632 394 0 0 0 0 0 
9500 736 205 544 419 0 1 0 0 0 
9600 682 212 457 453 0 1 0 0 0 
9700 694 196 375 526 0 2 0 0 0 
9800 664 163 289 576 0 3 0 0 0 
